,Aatrox,Aatrox,Ahri,Akali,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Ashe,Aurelion?Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cassiopeia,Cho'Gath,Cho'Gath,Darius,Diana,Diana,Dr.?Mundo,Dr.?Mundo,Draven,Ekko,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Irelia,Ivern,Janna,Jarvan?IV,Jax,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,LeBlanc,Lee?Sin,Leona,Lissandra,Lucian,Lulu,Lux,Lux,Malphite,Malphite,Malzahar,Maokai,Master?Yi,Miss?Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu?&?Willump,Olaf,Orianna,Ornn,Pantheon,Pantheon,Pantheon,Poppy,Pyke,Qiyana,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Rengar,Riven,Rumble,Rumble,Ryze,Ryze,Sejuani,Senna,Senna,Sett,Sett,Shaco,Shaco,Shen,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Sylas,Sylas,Sylas,Syndra,Tahm?Kench,Taliyah,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted?Fate,Twitch,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Veigar,Veigar,Vel'Koz,Vel'Koz,Vi,Viktor,Vladimir,Vladimir,Volibear,Volibear,Warwick,Xayah,Xerath,Xerath,Xin?Zhao,Yasuo,Yasuo,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Ashe,0.666674026,0.376106408,0.982419197,0.83110752,0.832687697,-0.116713672,0.29863209,0.897898793,0.962770732,0.975202294,-1,0.981579952,0.948261224,0.987084949,0.747044014,0.407580595,0.935209103,0.192386968,0.984858646,0.821999969,0.864491942,0.866498224,0.765701648,0.487677261,0.664247104,0.726490274,0.97079805,-0.10426886,0.519336535,0.990804261,0.29152001,0.802935357,0.673577966,0.749003966,0.932231338,0.027417147,0.956952948,0.643854317,0.959230415,0.887068396,0.91631421,0.718759925,0.781369058,0.25709725,0.760208672,0.0334082,0.842996108,0.718345582,0.698255444,0.669812918,0.30547503,0.432237319,0.201746104,0.385822053,0.786260514,0.984127996,0.980649171,0.993361089,0.998323153,0.970980654,0.940850569,0.815635973,0.850115795,0.888744577,0.94064909,0.839706852,0.064592572,0.96984162,0.269768396,0.41054677,0.513776321,0.931101461,0.97024791,0.965062941,0.327918852,0.260932242,0.975421087,0.999453859,0.518068179,0.819722028,0.96293048,0.948345804,0.954039055,0.909496475,0.284723255,0.463349865,0.964822173,0.743077528,0.847679704,-0.310050865,0.501577426,0.508581662,0.984740467,0.173988241,0.332889653,-0.693362777,0.298678913,0.969328864,0.667046407,0.488453288,0.89996732,0.847786063,0.760390281,0.564919131,0.401982916,0.969260809,0.976910085,0.350730125,0.126401878,0.101338203,0.464347942,0.470052624,0.6533033,0.811458484,0.950167031,0.942991948,0.912409424,0.907242375,-0.058340709,0.685475438,0.540887771,0.504908939,0.755464732,0.731603443,0.958175821,0.490697482,0.663352535,0.490283174,0.713491728,0.484099893,0.993717815,0.152037884,-2.159223816,0.719017955,0.201979873,0.711123375,0.752126916,0.593795909,0.964982642,0.057716806,0.933916583,0.775160383,0.967799739,-0.436022421,0.933870267,0.386106744,0.998642188,-0.37061566,0.526247221,0.958633201,0.989916533,0.835065583,0.078524068,0.866515019,0.991113724,0.988263173,0.967960829,0.970356129,0.973800476,0.775400409,0.853483965,0.565726973,0.852912837,-0.053286495,-0.127666249,0.170481599,0.590500763,-0.368759878,0.995243644,0.743804495,0.823497309,0.017512745,0.934181685,0.930805031,0.898254696,0.78924793,-1.450198743,-1.455611795,0.982635972,0.748957392,0.745436706,0.937721174,0.930032903
Ashe,0.590219787,0.244819775,0.934613619,0.747329421,0.745451031,-0.215618392,0.212832151,0.84667633,0.929107952,0.942691096,0.981579952,-1,0.891422627,0.958703822,0.665846546,0.388612375,0.882158427,0.170696208,0.957999522,0.769872729,0.777644112,0.778730525,0.676149568,0.392919838,0.596291783,0.637177126,0.913372587,-0.254009354,0.407268754,0.984379444,0.15659173,0.707350679,0.594159419,0.651154352,0.896342945,-0.128816279,0.915227927,0.552006105,0.915533989,0.843484015,0.845031869,0.671704325,0.719670991,0.13422108,0.683711424,-0.089779854,0.798764393,0.603889451,0.625502372,0.599910142,0.261589924,0.351879158,0.118353191,0.295912726,0.732496549,0.943619436,0.948921516,0.977483119,0.98863696,0.937065137,0.908112033,0.702426306,0.76093629,0.806024094,0.921167448,0.757274429,-0.074473514,0.914795766,0.139884594,0.287904462,0.450884364,0.880135674,0.912190395,0.96160421,0.248824863,0.257331643,0.934290854,0.977025145,0.552533481,0.805652618,0.952860077,0.931310499,0.918881814,0.902814801,0.144101689,0.356108246,0.951057618,0.642583371,0.811122028,-0.441322212,0.453901867,0.496869079,0.953865394,0.032286322,0.227019003,-0.846729053,0.189471186,0.945821674,0.605245838,0.405102714,0.843265639,0.784930237,0.698326979,0.555038966,0.301049913,0.915452035,0.951239473,0.315189205,0.036984275,-0.018814067,0.374883028,0.3614504,0.567110532,0.759755502,0.884941644,0.880095621,0.838143989,0.834831288,-0.144240549,0.581709438,0.432148783,0.407842996,0.685326884,0.662359287,0.913040367,0.485236114,0.617772659,0.377133384,0.633054204,0.417998452,0.975288288,0.010501347,-2.363877277,0.61505158,0.062730412,0.602072892,0.685971891,0.475069774,0.9281834,-0.00856132,0.86583323,0.677678622,0.926308614,-0.536303603,0.867643186,0.38129904,0.982690657,-0.516196246,0.436069947,0.921181258,0.956148946,0.761962294,-0.012376572,0.815578036,0.975881257,0.952839305,0.954316724,0.953429312,0.979100279,0.739746461,0.818039231,0.501534131,0.815848447,-0.246152323,-0.321664849,0.085508084,0.535958508,-0.512827607,0.980328241,0.714100786,0.794180668,-0.11883259,0.895218567,0.887712458,0.858338823,0.707271579,-1.621323115,-1.678274844,0.941594591,0.716379281,0.675287992,0.880455008,0.891922979
Aurelion Sol,0.820617881,0.632726444,0.951214447,0.944613895,0.947846958,0.196668396,0.559110529,0.981366665,0.893483108,0.894751333,0.948261224,0.891422627,-1,0.946282332,0.875577686,0.606273541,0.923465368,0.430159381,0.905358227,0.941603018,0.926117555,0.940539309,0.921318619,0.731576539,0.844305318,0.870666381,0.990607504,0.234200365,0.763939375,0.905375385,0.539707787,0.932435921,0.820301433,0.878750813,0.837884381,0.297924298,0.993450265,0.828209201,0.994362451,0.966846922,0.97858918,0.870303469,0.925549731,0.516045045,0.870432647,0.338498193,0.717794796,0.894216547,0.858940446,0.837617066,0.403030213,0.552752351,0.463874636,0.612533236,0.914738409,0.982952406,0.90380109,0.914135249,0.933638724,0.97998523,0.975440489,0.902866508,0.953708344,0.969814788,0.945337694,0.895407584,0.361597818,0.994052784,0.513440118,0.606736242,0.738061004,0.859137886,0.990037284,0.94537897,0.574567221,0.469818293,0.990276004,0.95119834,0.59653008,0.649336927,0.861584257,0.964436801,0.986757088,0.767349277,0.571495131,0.669125501,0.856326358,0.905293826,0.933919182,-0.146234676,0.712410714,0.677173514,0.953938104,0.398256559,0.565754909,-0.298091836,0.561717727,0.881972997,0.849733188,0.704484038,0.983118124,0.962803417,0.912210969,0.671915691,0.642356655,0.995262057,0.959868698,0.531182057,0.420542111,0.37760344,0.703082218,0.683382075,0.842081856,0.922536954,0.99092511,0.993754803,0.977756737,0.981231417,0.272347905,0.679673569,0.600143566,0.743985772,0.913399275,0.865597146,0.939927488,0.653927656,0.830411474,0.713477487,0.892973434,0.718078602,0.9160898,0.282697681,-1.916286319,0.894816922,0.487109379,0.888775529,0.890870413,0.809517421,0.890671338,0.353781007,0.892350896,0.895178083,0.991603202,-0.144419266,0.908906543,0.568412159,0.953113258,-0.020743537,0.738470332,0.985521658,0.942622754,0.937935313,0.348942771,0.965982476,0.905008216,0.981851396,0.863349126,0.879717019,0.937408318,0.625995986,0.745814801,0.741728003,0.722693172,0.156007063,0.10037206,0.462134463,0.786858349,-0.018840389,0.920213394,0.574101522,0.690473374,0.311331829,0.973502009,0.981394444,0.967236978,0.930008398,-1.377882905,-1.048292904,0.948397277,0.58697206,0.831536874,0.878678236,0.868149983
Azir,0.597513238,0.312352868,0.98480614,0.796563998,0.80203493,-0.232677879,0.222717477,0.880721279,0.985983506,0.977758422,0.987084949,0.958703822,0.946282332,-1,0.687833402,0.361101323,0.978045054,0.12540797,0.97948032,0.8077115,0.824548849,0.831668226,0.740359691,0.449729519,0.628349215,0.671846647,0.972991583,-0.200019598,0.489955969,0.987237187,0.20523821,0.772370749,0.601553047,0.697208247,0.959854341,-0.081216082,0.939723713,0.592655675,0.947769748,0.898479357,0.890097201,0.70440691,0.778971285,0.166909036,0.693171186,-0.066221071,0.885720332,0.698550259,0.647457648,0.615430404,0.143578663,0.303081629,0.105540577,0.298115344,0.751881332,0.98958805,0.96733142,0.987635568,0.980380078,0.941618006,0.906154252,0.791974107,0.821430766,0.864033692,0.8903643,0.784312125,-0.032894917,0.967814978,0.17519748,0.317234174,0.497606335,0.959172463,0.967021783,0.928894599,0.24796033,0.195160348,0.980137786,0.99131369,0.414773264,0.859548785,0.978719714,0.949919098,0.959401914,0.934906218,0.225846586,0.37927233,0.974234315,0.714132173,0.80172438,-0.491531924,0.502174771,0.463150581,0.999449703,0.061950976,0.238131038,-0.831036357,0.219187859,0.984202375,0.66040486,0.418911358,0.881630959,0.831375666,0.752123147,0.459685778,0.328295229,0.966726692,0.991896261,0.235777904,0.043613622,-0.006645809,0.412074018,0.392512627,0.612717657,0.768997911,0.964460797,0.956365688,0.888361007,0.884048433,-0.136492924,0.621198201,0.443396776,0.465660737,0.763022699,0.669371169,0.99034284,0.438572958,0.640083836,0.426055063,0.702335728,0.483173534,0.986011756,0.024758387,-2.406491448,0.694988967,0.122382458,0.685951765,0.702051899,0.55901015,0.980368943,-0.023570279,0.933738648,0.72872724,0.968924958,-0.607131661,0.966890898,0.318124212,0.982597412,-0.498352225,0.463027483,0.931613054,0.996648347,0.790772939,-0.03632211,0.850214204,0.98167038,0.971114135,0.977235683,0.985561955,0.96581434,0.832653086,0.908754013,0.487553715,0.893268051,-0.157785684,-0.23881244,0.099439021,0.576936918,-0.496481149,0.989440196,0.800572902,0.878119338,-0.090187625,0.898746748,0.903440891,0.870079318,0.75864853,-1.675037299,-1.63023768,0.996759496,0.808112391,0.664798744,0.956250115,0.971879087
Bard,0.985590802,0.906083393,0.748432773,0.9818337,0.978086297,0.646566647,0.831875063,0.918202836,0.591619662,0.642620504,0.747044014,0.665846546,0.875577686,0.687833402,-1,0.688586298,0.624069244,0.606446686,0.671467976,0.895184253,0.947851394,0.956629118,0.967314961,0.885743723,0.919826089,0.996763533,0.83072216,0.684446349,0.907596684,0.6427968,0.879932851,0.980914663,0.991889232,0.993619484,0.507632391,0.746810463,0.89268873,0.974007101,0.871359262,0.810923839,0.94294421,0.841260109,0.871791772,0.866272607,0.995763399,0.752148482,0.33149454,0.962792089,0.968595831,0.961954138,0.78040391,0.881352725,0.797066659,0.898460878,0.935092717,0.783652252,0.698965841,0.671027678,0.729120483,0.882932144,0.916725197,0.919816864,0.970367824,0.952654385,0.898420267,0.954186802,0.776902517,0.847246022,0.871400827,0.917890045,0.785606636,0.556130545,0.847379494,0.824249834,0.842569241,0.608345369,0.805360996,0.741859315,0.716611982,0.215436173,0.537925542,0.769293421,0.807608231,0.38338486,0.8637669,0.943142015,0.547620919,0.975811636,0.947098981,0.430256793,0.687198136,0.728753761,0.700153034,0.807537234,0.891993874,0.331379587,0.868245783,0.581989911,0.837255465,0.922262832,0.92667553,0.929341519,0.880917592,0.850489061,0.907220461,0.849550511,0.7076909,0.819490699,0.743644411,0.789628762,0.889629437,0.943929709,0.952901135,0.949675722,0.815957989,0.826265056,0.942643944,0.947873434,0.607885478,0.747029862,0.819875808,0.898957457,0.845723062,0.987088348,0.65736226,0.716588458,0.840710168,0.946468369,0.907182021,0.731158529,0.681418842,0.67643609,-0.985201379,0.969967,0.838968086,0.969025035,0.980848386,0.955468476,0.610841478,0.656629212,0.709410776,0.988810536,0.822148076,0.460150439,0.638207434,0.69128076,0.761995854,0.534412418,0.938015991,0.897541207,0.701306111,0.988457592,0.751224976,0.910282081,0.6675585,0.838941049,0.559080412,0.57072164,0.716906325,0.176264848,0.330970273,0.937341729,0.334070133,0.583672622,0.562968568,0.743435599,0.797556106,0.534289917,0.679211265,0.107159296,0.25572396,0.752878846,0.916965835,0.913217161,0.911813509,0.973967984,-0.673833211,-0.222151106,0.699690143,0.120620837,0.981112978,0.620153311,0.523984864
Blitzcrank,0.772516096,0.675490807,0.309354109,0.686949997,0.672878879,0.671149268,0.866822886,0.751957042,0.164808999,0.164178148,0.407580595,0.388612375,0.606273541,0.361101323,0.688586298,-1,0.267087983,0.977108483,0.21461874,0.845879253,0.463648315,0.51051421,0.771802686,0.885395981,0.907855584,0.714354963,0.491233958,0.519973514,0.821034131,0.301921191,0.561609579,0.664564728,0.733524735,0.624516293,0.011097758,0.308282453,0.632374566,0.801951256,0.638662152,0.737938941,0.596207275,0.918545348,0.850081319,0.633027616,0.678216023,0.635349531,-0.267073706,0.676955721,0.846959686,0.861948228,0.438293005,0.444885773,0.817196004,0.793844919,0.867868744,0.483306427,0.209994861,0.28479138,0.404676909,0.596244332,0.674445862,0.382984895,0.628003258,0.593256844,0.635627898,0.463563237,0.544384513,0.527003585,0.547763024,0.514013627,0.955865342,0.03482294,0.482658395,0.618444732,0.874329439,0.984062795,0.544109364,0.39990546,0.882657781,-0.346162462,0.15989338,0.653686794,0.632054515,-0.059424824,0.663776798,0.681952585,0.118042589,0.727095577,0.813612239,-0.301402685,0.950965473,0.994139186,0.385396615,0.324171293,0.696227396,0.230023858,0.761545302,0.156847708,0.91485752,0.854910074,0.735969124,0.793995591,0.870389914,0.864577616,0.793401839,0.542763371,0.473447404,0.847450781,0.839829149,0.607450593,0.888129504,0.709565942,0.850462913,0.839088345,0.5128246,0.564115101,0.573559006,0.616153201,0.836827053,-0.077533963,0.073535732,0.872784335,0.836110259,0.790241692,0.32796851,0.992923426,0.948210306,0.732072194,0.856724307,0.940963485,0.283982697,-0.114520052,-2.046016781,0.717822506,0.609411191,0.713797697,0.815611045,0.731484474,0.140858735,0.889008438,0.115930139,0.588426975,0.593087115,0.31946248,0.161282422,0.989665478,0.456185981,0.367796525,0.839291942,0.642001629,0.317216423,0.696108228,0.719439795,0.800847335,0.258537679,0.521272215,0.135819119,0.176505134,0.548323339,-0.426575837,-0.169873978,0.863315316,-0.249414951,-0.233931258,-0.220299066,0.882598547,0.953004739,0.380710567,0.310617892,-0.517390548,-0.282826261,0.516539276,0.693355297,0.708187534,0.77634519,0.772093909,-1.980347533,-0.775265459,0.334702178,-0.494493416,0.573015351,0.069935237,0.112612305
Brand,0.518893977,0.265920132,0.964487989,0.753729583,0.764950191,-0.347169207,0.137541113,0.837888999,0.979455968,0.950363371,0.935209103,0.882158427,0.923465368,0.978045054,0.624069244,0.267087983,-1,0.012613533,0.941443976,0.764588731,0.78297188,0.794864036,0.707911446,0.405601273,0.572117915,0.612806961,0.953482897,-0.267390676,0.464159686,0.93808969,0.140621013,0.739864642,0.52253056,0.646638815,0.959452619,-0.151944663,0.895546118,0.536105902,0.906041171,0.877020886,0.849407421,0.656949488,0.752283688,0.09270755,0.615949501,-0.150759186,0.905243855,0.686204927,0.58064999,0.544614385,-0.036579719,0.172592886,-4.63E-05,0.205201967,0.690148849,0.96588974,0.924048543,0.941952356,0.918239259,0.879676381,0.840322674,0.779443222,0.78767762,0.831091722,0.801640088,0.72408727,-0.10542771,0.942734857,0.101494991,0.240939942,0.456884279,0.966747133,0.944767301,0.84487292,0.155199333,0.077230269,0.955328069,0.945533381,0.244612974,0.862645219,0.951236495,0.907298901,0.931066994,0.915111916,0.189062273,0.301010929,0.94338782,0.684880293,0.724970425,-0.636292355,0.467459958,0.36735688,0.980734128,-0.019273782,0.14811573,-0.935418615,0.144550183,0.963742511,0.628737702,0.3398191,0.839365527,0.793359311,0.71972075,0.307021944,0.25517426,0.940208066,0.968743639,0.089702545,-0.046673108,-0.101307049,0.351018042,0.320631902,0.562408197,0.698728551,0.960128021,0.94925444,0.853839764,0.848777124,-0.225358182,0.571961157,0.365486773,0.421749335,0.749923876,0.59108772,0.995332767,0.332864775,0.583057017,0.369168739,0.677167477,0.457572149,0.939549705,-0.063766499,-2.563565974,0.675378416,0.065483931,0.665056637,0.63558514,0.533600018,0.967870377,-0.124519173,0.923636529,0.685530936,0.938180013,-0.770017787,0.986317811,0.198656889,0.925095016,-0.597318983,0.392888147,0.873454928,0.972116428,0.735197324,-0.1550225,0.806330519,0.932590535,0.922567315,0.946348619,0.961620491,0.906515441,0.864345869,0.937603287,0.389775933,0.907989832,-0.199698731,-0.286860081,0.017255891,0.533303807,-0.596839906,0.942868604,0.82946561,0.904466424,-0.174811681,0.830414146,0.844938906,0.808167868,0.717435362,-1.825633946,-1.723785478,0.980947232,0.840426644,0.576983709,0.95902295,0.986951686
Braum,0.717907564,0.665075313,0.082388516,0.572043744,0.554071771,0.76375265,0.887604117,0.612492887,-0.099246883,-0.086733337,0.192386968,0.170696208,0.430159381,0.12540797,0.606446686,0.977108483,0.012613533,-1,-0.02676175,0.727124926,0.320346067,0.369494918,0.672807242,0.854260524,0.842701198,0.636630826,0.29274658,0.591079263,0.775472246,0.062624063,0.567776759,0.551988665,0.676851453,0.532027272,-0.271902001,0.345641708,0.466223858,0.745833021,0.467039943,0.573075538,0.445957358,0.822272721,0.732230986,0.653386499,0.595514387,0.69647728,-0.583264213,0.576940937,0.781974385,0.805591338,0.454998248,0.430227008,0.860702327,0.80258132,0.773402462,0.273864763,-0.023956243,0.047796787,0.189862537,0.428345587,0.526764875,0.232247753,0.499297909,0.448908305,0.489516985,0.333991943,0.592290493,0.335779664,0.560514148,0.497172594,0.90286418,-0.240335273,0.288047524,0.449490241,0.892559771,0.992285384,0.344942495,0.181371667,0.856095784,-0.676311071,-0.107798947,0.467173403,0.445390293,-0.357376574,0.665368155,0.666980599,-0.149311065,0.631619566,0.707566908,-0.246055065,0.880462998,0.952898631,0.152987386,0.339141634,0.71061427,0.384168606,0.779141773,-0.106487155,0.82587281,0.840412051,0.595916699,0.670003174,0.762791152,0.842691968,0.792797337,0.353556142,0.251100886,0.872231566,0.889188964,0.659200656,0.869589383,0.692421714,0.788592435,0.741710208,0.312882062,0.371954574,0.421053898,0.468764053,0.908508717,-0.241192595,-0.020279889,0.838625137,0.714509671,0.720426005,0.082575318,0.957366886,0.87149932,0.706461874,0.762826495,0.879415853,0.048996701,-0.141652586,-1.87261223,0.624238305,0.631566757,0.621913938,0.736848297,0.670119355,-0.1196594,0.946720766,-0.120788398,0.483962726,0.403703604,0.455832635,-0.095939568,0.981248475,0.248828574,0.482078277,0.813740373,0.481430524,0.081388957,0.586619872,0.784995533,0.671017075,0.021184265,0.331667853,-0.128990042,-0.086708946,0.345699606,-0.767107802,-0.485694332,0.838363606,-0.564627301,-0.248383298,-0.216374586,0.92027643,0.882865421,0.495753704,0.076501176,-0.866958218,-0.610649327,0.574486293,0.548859974,0.561419893,0.643008354,0.671253374,-1.931549715,-0.589599304,0.098213459,-0.842708854,0.489342191,-0.191331901,-0.165843311
Caitlyn,0.564527411,0.261808254,0.988306823,0.766587144,0.771485713,-0.308741443,0.130595566,0.823549718,0.983789906,0.998162039,0.984858646,0.957999522,0.905358227,0.97948032,0.671467976,0.21461874,0.941443976,-0.02676175,-1,0.721450289,0.841498976,0.836533171,0.679714372,0.345404546,0.536275014,0.645063502,0.948700671,-0.257662319,0.396250006,0.987006438,0.184853357,0.741162648,0.579653112,0.687230485,0.973142711,-0.070376886,0.908107865,0.536951991,0.908675031,0.809952761,0.874484677,0.589984932,0.676759707,0.131350422,0.685902001,-0.124984435,0.916136701,0.647525488,0.58669741,0.551441958,0.197608967,0.350933095,0.027428488,0.243477668,0.678172307,0.960539224,0.997411904,0.995473,0.980790385,0.926916072,0.88114747,0.804996498,0.798748224,0.846443045,0.883361067,0.812099986,-0.070577727,0.941460486,0.16125783,0.325366051,0.354519696,0.97229419,0.950173362,0.908740192,0.161114853,0.046402688,0.94129982,0.986306363,0.347629858,0.893905197,0.978025842,0.886386741,0.901378524,0.949390874,0.161818913,0.354505353,0.98780494,0.663944662,0.753764981,-0.365084692,0.336040022,0.329452186,0.97380935,0.090759323,0.202936456,-0.884170301,0.154021172,0.989736674,0.535864344,0.349078286,0.829596933,0.762434322,0.6497509,0.415270602,0.26491505,0.937895085,0.949068322,0.181102078,-0.061140069,-0.043886471,0.316940998,0.357893429,0.537901491,0.710826324,0.923235077,0.906323773,0.874933152,0.861759188,-0.273422414,0.727310414,0.541319364,0.367583936,0.650924043,0.633284001,0.955686868,0.307664277,0.522214914,0.378529594,0.603585176,0.323099994,0.996664455,0.135725178,-2.186212156,0.639961165,0.075827948,0.63203459,0.652415502,0.498012558,0.991145205,-0.15366955,0.968910257,0.723133548,0.924580665,-0.61694524,0.959977237,0.188882668,0.974817446,-0.538660155,0.396048478,0.906581458,0.991126601,0.767542027,-0.095689378,0.779468888,0.997004101,0.958402246,0.988864741,0.985981021,0.926982843,0.861298094,0.911035862,0.430894978,0.923113039,-0.06789011,-0.154658031,-0.019182933,0.440064703,-0.539133351,0.993295708,0.837666116,0.892781718,-0.120706679,0.870402856,0.865192004,0.816341258,0.704709838,-1.394480502,-1.578355506,0.981377762,0.840663921,0.685697149,0.976957194,0.955582231
Camille,0.893638774,0.752176362,0.79230692,0.941823518,0.93935495,0.470894837,0.77317399,0.98540896,0.699330186,0.697178527,0.821999969,0.769872729,0.941603018,0.8077115,0.895184253,0.845879253,0.764588731,0.727124926,0.721450289,-1,0.84057701,0.868930463,0.963799578,0.892645454,0.965487489,0.905856321,0.891527712,0.446380303,0.891238762,0.752845082,0.64766882,0.928238198,0.877712186,0.877010789,0.605397071,0.399570884,0.942646414,0.916024184,0.948198929,0.973913529,0.925133889,0.984555112,0.995209592,0.65826942,0.887229317,0.549745951,0.425463602,0.914793631,0.949065039,0.940522473,0.486118295,0.592283503,0.692140697,0.775934384,0.990065596,0.8801661,0.718759588,0.752867678,0.809839174,0.917657781,0.944327446,0.802022465,0.925741806,0.920997688,0.906506204,0.819519495,0.530896647,0.906877111,0.623483768,0.666199361,0.921019607,0.63094521,0.886441612,0.898630596,0.783821735,0.749474408,0.908931295,0.82235159,0.773563967,0.345124816,0.673043403,0.932155112,0.940711288,0.529112736,0.712499315,0.769628658,0.652675815,0.937770681,0.973873411,-0.130016299,0.903269328,0.885308433,0.822635518,0.463858661,0.710608019,0.00101946,0.736825364,0.686293745,0.974149797,0.857388286,0.981683611,0.993868569,0.994498213,0.822542559,0.797783748,0.913605826,0.860686702,0.732661042,0.677650365,0.561345415,0.87356288,0.790576085,0.944253539,0.982010234,0.903530015,0.925147436,0.915618085,0.934490559,0.585970433,0.474138356,0.481709127,0.895515318,0.985331551,0.928282567,0.796830488,0.868633935,0.970483927,0.820501004,0.980452326,0.905934813,0.754071746,0.215604882,-1.900143518,0.927893129,0.636309313,0.924455086,0.954182662,0.883721332,0.687827144,0.651851951,0.682957344,0.872503981,0.929662005,0.115365,0.715270203,0.812122296,0.843729556,0.224933064,0.874376952,0.940214446,0.788278156,0.937182202,0.582047637,0.996017007,0.736120563,0.89077335,0.663884879,0.691513666,0.866776162,0.305403038,0.480101345,0.878773346,0.433160007,0.104633111,0.075447894,0.720866647,0.948903879,0.231091666,0.766675616,0.236297186,0.399917861,0.487691495,0.953421828,0.965971645,0.983788897,0.966977092,-1.549164601,-0.849283738,0.801936424,0.254187106,0.816919691,0.656470327,0.666056558
