,Aatrox,Aatrox,Ahri,Akali,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Ashe,Aurelion?Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cassiopeia,Cho'Gath,Cho'Gath,Darius,Diana,Diana,Dr.?Mundo,Dr.?Mundo,Draven,Ekko,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Irelia,Ivern,Janna,Jarvan?IV,Jax,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,LeBlanc,Lee?Sin,Leona,Lissandra,Lucian,Lulu,Lux,Lux,Malphite,Malphite,Malzahar,Maokai,Master?Yi,Miss?Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu?&?Willump,Olaf,Orianna,Ornn,Pantheon,Pantheon,Pantheon,Poppy,Pyke,Qiyana,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Rengar,Riven,Rumble,Rumble,Ryze,Ryze,Sejuani,Senna,Senna,Sett,Sett,Shaco,Shaco,Shen,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Sylas,Sylas,Sylas,Syndra,Tahm?Kench,Taliyah,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted?Fate,Twitch,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Veigar,Veigar,Vel'Koz,Vel'Koz,Vi,Viktor,Vladimir,Vladimir,Volibear,Volibear,Warwick,Xayah,Xerath,Xerath,Xin?Zhao,Yasuo,Yasuo,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Poppy,0.888524855,0.77695922,0.735340014,0.925933627,0.924060568,0.514456748,0.804944766,0.966198348,0.634316718,0.625412015,0.760390281,0.698326979,0.912210969,0.752123147,0.880917592,0.870389914,0.71972075,0.762791152,0.6497509,0.994498213,0.804471303,0.837868755,0.963591184,0.922172732,0.97635135,0.897035088,0.851352509,0.494284467,0.919593651,0.682641539,0.665463373,0.916749156,0.868928972,0.862082364,0.53202983,0.419070568,0.907398323,0.922226158,0.913865942,0.958959414,0.893975715,0.992037493,0.998729273,0.681218196,0.866594729,0.588629625,0.342407538,0.918618124,0.949796868,0.943641384,0.453135331,0.565912098,0.722148605,0.792872734,0.984565051,0.83575956,0.646075278,0.682954544,0.744436669,0.872769372,0.907237398,0.773364745,0.906468231,0.895217373,0.858665336,0.77977007,0.564613585,0.868049134,0.639248307,0.665997729,0.951971187,0.563258692,0.845297945,0.846988927,0.811075323,0.777233557,0.869967211,0.762064525,0.75413296,0.250277092,0.599270229,0.896974109,0.909201251,0.44331897,0.747269944,0.776763144,0.575112885,0.937877508,0.953503268,-0.154654068,0.934592709,0.899759436,0.770390752,0.468412877,0.726325753,0.064158517,0.76513848,0.615271762,0.991191392,0.873914433,0.961469164,0.984495239,-1,0.806380059,0.81976508,0.875612163,0.814637174,0.737508674,0.720418611,0.589216957,0.900272723,0.801261491,0.954817332,0.969751656,0.871775745,0.897233589,0.885192814,0.907605485,0.643711919,0.408086219,0.43311112,0.92294385,0.994435638,0.918133229,0.749489379,0.881156569,0.982104665,0.835769923,0.992501788,0.942241185,0.684132018,0.184115409,-1.911542839,0.932240805,0.667940926,0.929085135,0.947455862,0.899303686,0.619310614,0.699210896,0.618818788,0.854641459,0.893477688,0.14375567,0.662485501,0.82977915,0.784399848,0.273447974,0.889634695,0.901513911,0.728774355,0.917510081,0.611520127,0.982989336,0.663308925,0.842073557,0.587442279,0.620397096,0.814499161,0.217346652,0.406017551,0.882639957,0.348980493,0.097745005,0.074323272,0.765206568,0.971446753,0.279942532,0.698403202,0.142025334,0.317748869,0.519277265,0.918218533,0.935303079,0.960191217,0.961783396,-1.615404969,-0.795823728,0.747236401,0.162565485,0.785828801,0.590566359,0.605622307
Pyke,0.903948621,0.762161462,0.46853755,0.801961247,0.783671499,0.737852941,0.872230747,0.79402637,0.294177196,0.358973206,0.564919131,0.555038966,0.671915691,0.459685778,0.850489061,0.864577616,0.307021944,0.842691968,0.415270602,0.822542559,0.684359569,0.701031678,0.812405055,0.837137226,0.886394431,0.851803594,0.591976935,0.609913152,0.788795919,0.456513819,0.731708776,0.773928623,0.89202694,0.796297597,0.170223732,0.560030398,0.731440912,0.871977086,0.717026511,0.690993416,0.737114818,0.830680873,0.7826274,0.771619706,0.867182634,0.727507491,-0.082463406,0.733930782,0.906134677,0.915928224,0.825997471,0.79836499,0.86779444,0.891525958,0.88725862,0.568680952,0.437959004,0.458872122,0.571646849,0.740415641,0.801224353,0.583887082,0.753655967,0.727226861,0.814465628,0.721379557,0.680689761,0.626308208,0.736692204,0.75230858,0.804861287,0.193532442,0.601866622,0.756766718,0.894725962,0.855365748,0.609208706,0.548209236,0.963746116,-0.152669408,0.299783594,0.668530964,0.654695227,0.104958,0.717402975,0.8417707,0.291865208,0.791782678,0.897124181,0.251870789,0.737386846,0.887794217,0.471437256,0.618314082,0.840883106,0.355158955,0.828812659,0.309877912,0.80014883,0.906401149,0.791120868,0.810281342,0.806380059,-1,0.861392006,0.636841133,0.520855469,0.964218263,0.820858072,0.753915983,0.869905909,0.842694312,0.86942039,0.897079844,0.56565304,0.598384851,0.715964211,0.738542482,0.741722045,0.353176938,0.510455116,0.838269973,0.737298572,0.912633697,0.381857783,0.898118916,0.861288147,0.827557976,0.802707359,0.741788226,0.465540699,0.369391287,-1.263666249,0.768776089,0.715975257,0.768337194,0.899355929,0.776721994,0.305326362,0.812521468,0.345729759,0.764761484,0.650651538,0.568337293,0.273153424,0.905936716,0.6041137,0.517457088,0.891764853,0.761597306,0.452502523,0.831983517,0.823373854,0.812540037,0.451576022,0.659493761,0.306507257,0.318304036,0.6230517,-0.25937705,-0.056990722,0.951093343,-0.065355971,0.183746007,0.189053748,0.824519196,0.815470718,0.525403921,0.476097883,-0.332163152,-0.14323528,0.677297113,0.81232821,0.799345237,0.833976311,0.831561486,-1.074442599,-0.404281419,0.44411128,-0.320853332,0.832826684,0.253266005,0.196451749
Qiyana,0.954137347,0.981448703,0.387656056,0.850190838,0.84158821,0.903738186,0.981480713,0.758424177,0.169859989,0.222323591,0.401982916,0.301049913,0.642356655,0.328295229,0.907220461,0.793401839,0.25517426,0.792797337,0.26491505,0.797783748,0.726356598,0.750182127,0.891512413,0.963425997,0.921596071,0.924856147,0.546487476,0.907038669,0.957907606,0.252266868,0.955984837,0.85780921,0.946375449,0.885043182,0.041625571,0.851526908,0.661398986,0.965330845,0.640918725,0.635784841,0.735654589,0.805847256,0.793156076,0.974835644,0.894242308,0.949234156,-0.201380407,0.884168357,0.943611883,0.952461149,0.775137501,0.842580346,0.970655851,0.995401587,0.867033892,0.479592437,0.298147877,0.280008129,0.379926061,0.63254728,0.707095052,0.698644527,0.81154962,0.761279428,0.672086913,0.744718136,0.938480709,0.576292099,0.950158742,0.926556491,0.851409136,0.108451195,0.562295378,0.567655525,0.981030134,0.759383017,0.527286135,0.395148925,0.722967292,-0.355406359,0.102313369,0.527273916,0.565473989,-0.116909085,0.973559377,0.979886857,0.100430155,0.900370539,0.829190347,0.450436098,0.740697783,0.788490594,0.351223753,0.854781662,0.985922125,0.687605568,0.995586131,0.151425757,0.826650245,0.992287282,0.764315524,0.81085571,0.81976508,0.861392006,-1,0.583888961,0.390221923,0.92419476,0.952991584,0.9520746,0.978663653,0.98676948,0.951017842,0.863116145,0.548015651,0.578462423,0.729574543,0.750723999,0.881966979,0.415864766,0.612308827,0.967428208,0.773592592,0.930744915,0.300761148,0.781099987,0.839149789,0.988150083,0.871254966,0.799669352,0.292248669,0.578060321,-0.831552932,0.900608299,0.966464835,0.90490832,0.919876045,0.95132679,0.184279857,0.89462863,0.31045737,0.85507721,0.566315783,0.729996959,0.243168124,0.798699788,0.434614764,0.810623818,0.990234694,0.669788831,0.330246191,0.855099532,0.946918287,0.779639895,0.268713861,0.551607419,0.117148176,0.142652226,0.416153674,-0.399418242,-0.180672396,0.972275672,-0.199993387,0.54390098,0.559149298,0.944842137,0.827433699,0.813535864,0.296257335,-0.493074193,-0.289150977,0.924064478,0.720985299,0.723707409,0.757547286,0.886444221,-0.792257003,0.113215687,0.339921634,-0.472280314,0.847481276,0.189913757,0.092025653
Qiyana,0.785920916,0.575987535,0.97282035,0.926140248,0.92969626,0.11222504,0.490081392,0.964006631,0.924763964,0.929520303,0.969260809,0.915452035,0.995262057,0.966726692,0.849550511,0.542763371,0.940208066,0.353556142,0.937895085,0.913605826,0.924897723,0.935359138,0.889866562,0.670845704,0.798898032,0.842747431,0.998434885,0.153488467,0.707234012,0.935495689,0.486685132,0.911393576,0.787343903,0.857969838,0.878668232,0.241119105,0.990041676,0.786993934,0.993261764,0.95080377,0.974774838,0.829862743,0.891620303,0.455419272,0.850782513,0.26164394,0.772920537,0.861754049,0.82109952,0.7958253,0.376468105,0.529830294,0.393427271,0.555954277,0.883798829,0.992531975,0.937046098,0.944453239,0.957172957,0.984047442,0.970289675,0.900741824,0.939996482,0.962339451,0.948556387,0.896125274,0.291457709,0.999814797,0.45953961,0.56866408,0.675587055,0.896128443,0.996645956,0.953561047,0.508581624,0.396691731,0.99466177,0.972327256,0.557898252,0.711012003,0.900024521,0.963983665,0.983461332,0.818915119,0.506939741,0.623809478,0.896289013,0.873997848,0.911817922,-0.174424226,0.652070534,0.622081919,0.971444483,0.353567223,0.51082156,-0.397968728,0.497430094,0.917181212,0.802362956,0.650079156,0.968602454,0.938844544,0.875612163,0.636841133,0.583888961,-1,0.971473358,0.476127859,0.340686121,0.310830194,0.642586132,0.636001688,0.798145941,0.896890897,0.99361114,0.992417466,0.972382708,0.972444424,0.179027758,0.705100952,0.603513499,0.685429818,0.876803748,0.836254355,0.958484742,0.599327487,0.784376203,0.664012831,0.85131773,0.654117231,0.946481059,0.269358703,-1.954390333,0.85870716,0.422332463,0.854339752,0.859185355,0.764210359,0.924638897,0.267619018,0.922637757,0.876410907,0.994213611,-0.221853222,0.933574736,0.505110063,0.971676787,-0.106852205,0.687152029,0.984281691,0.96650243,0.919058028,0.277192218,0.943912353,0.937197129,0.991596718,0.901918307,0.914380521,0.947139729,0.686223492,0.791412225,0.69648558,0.776425823,0.129330401,0.067417189,0.382181432,0.733018955,-0.105267862,0.948821246,0.639831416,0.743220497,0.242523462,0.969356492,0.97449441,0.953222892,0.901625267,-1.365266283,-1.136103932,0.9710003,0.650766465,0.816624025,0.912475489,0.898213338
Quinn,0.634817998,0.360950743,0.963252953,0.816305567,0.820498569,-0.142604679,0.307384883,0.913056264,0.959835126,0.943852353,0.976910085,0.951239473,0.959868698,0.991896261,0.7076909,0.473447404,0.968743639,0.251100886,0.949068322,0.860686702,0.811435676,0.82536172,0.779052255,0.52688553,0.695367847,0.697583829,0.972125592,-0.131595728,0.555781288,0.971479259,0.240688466,0.791201716,0.631610924,0.709268849,0.920431622,-0.059371524,0.9522485,0.638995799,0.964158832,0.941551831,0.895383423,0.779290908,0.83858866,0.215441009,0.710009423,0.004222361,0.826921995,0.727528087,0.697351016,0.669258708,0.1562697,0.30543386,0.188593722,0.359682513,0.804198882,0.991326369,0.933208401,0.966705301,0.970551639,0.947663669,0.921292019,0.774478907,0.833522167,0.870583997,0.898726254,0.769503539,0.021006056,0.97037692,0.209618911,0.334439194,0.594561496,0.919728571,0.963244141,0.941334274,0.330438389,0.31750227,0.989344176,0.981036498,0.491830439,0.799106749,0.954367671,0.978541025,0.982617193,0.895425165,0.28202163,0.417245594,0.942628346,0.747001018,0.839450794,-0.524083169,0.609046931,0.564944303,0.994311072,0.072075621,0.288385923,-0.747375039,0.285195567,0.95587969,0.738806975,0.483841425,0.91064403,0.872245657,0.814637174,0.520855469,0.390221923,0.971473358,-1,0.309013678,0.14091213,0.051496145,0.48895346,0.43516096,0.669229923,0.813877736,0.971571882,0.970476188,0.891135984,0.893089073,-0.016920359,0.552215089,0.394728707,0.539132734,0.826482285,0.705654946,0.984226,0.541001551,0.720634864,0.472339296,0.763340599,0.586080733,0.96398242,-0.020236866,-2.477786223,0.728429077,0.174676358,0.719546772,0.742616656,0.602175511,0.947777875,0.091806285,0.889686007,0.735118282,0.983672764,-0.542155881,0.940087364,0.427173526,0.978013205,-0.429041685,0.523512769,0.944387265,0.980372555,0.809740929,0.041114463,0.892489515,0.956789704,0.970665248,0.946737363,0.9608483,0.979880581,0.768983489,0.865165538,0.546361718,0.836019569,-0.195952577,-0.26971025,0.202126425,0.667912328,-0.425375959,0.971526545,0.73089248,0.825590775,-0.037480297,0.918078621,0.92663334,0.905240371,0.794546278,-1.802375979,-1.607689109,0.984592013,0.740797571,0.665798621,0.914855113,0.947991586
Rakan,0.895157486,0.83926432,0.267223138,0.736784774,0.717798804,0.89163367,0.945402462,0.68383886,0.047212535,0.119829308,0.350730125,0.315189205,0.531182057,0.235777904,0.819490699,0.847450781,0.089702545,0.872231566,0.181102078,0.732661042,0.593155329,0.613921501,0.770106719,0.86881889,0.861716495,0.827060961,0.425004956,0.781382159,0.819967433,0.20826896,0.824838211,0.720977046,0.882248697,0.762861982,-0.0955719,0.700964555,0.588710887,0.872033006,0.565365743,0.551291,0.625816587,0.760885923,0.703736427,0.872425466,0.824863639,0.869483931,-0.376492133,0.711310359,0.882294172,0.900280596,0.852032596,0.822761901,0.959280453,0.952415301,0.820345005,0.380650583,0.213258867,0.220097784,0.349044332,0.583947848,0.668326668,0.505728076,0.678912506,0.631650105,0.668471568,0.636050859,0.82140104,0.464702888,0.833508526,0.811115596,0.794629698,-0.052949453,0.441377075,0.576898984,0.958938694,0.860670899,0.432407544,0.333362607,0.897567731,-0.482207207,0.027736542,0.48569319,0.48709972,-0.202443487,0.815726989,0.891567495,0.02211805,0.761379127,0.80890492,0.383508106,0.698007199,0.846576417,0.253962945,0.723811816,0.918581735,0.610130746,0.915594399,0.053370627,0.751761684,0.941752251,0.682023637,0.723369961,0.737508674,0.964218263,0.92419476,0.476127859,0.309013678,-1,0.925863828,0.880180359,0.907694883,0.892153191,0.860995018,0.823745614,0.405440065,0.444490274,0.608443151,0.635180521,0.868595502,0.249726443,0.482113107,0.86814172,0.662320731,0.879094915,0.163150564,0.856830194,0.809617723,0.874212805,0.761897573,0.726388314,0.230017247,0.430410815,-0.963286817,0.748320219,0.830840877,0.749023292,0.860028787,0.795557569,0.062083,0.911452716,0.148387422,0.722312911,0.480491213,0.759897387,0.058805899,0.893084462,0.3945992,0.726174259,0.920428151,0.616478421,0.231062666,0.765849697,0.940327298,0.71116289,0.21141497,0.483714995,0.039728711,0.056912187,0.408809946,-0.580506343,-0.35012357,0.958375259,-0.362067455,0.297507833,0.322064804,0.915589764,0.779287281,0.733060358,0.239634787,-0.667449151,-0.453396161,0.823017032,0.680356113,0.669933571,0.716366828,0.780843288,-0.927204961,-0.069149311,0.226001013,-0.652288052,0.788812801,0.026189137,-0.057205359
Rammus,0.836800187,0.899081118,0.080058527,0.667354952,0.653644903,0.962833835,0.989872178,0.590779507,-0.162074054,-0.115823015,0.126401878,0.036984275,0.420542111,0.043613622,0.743644411,0.839829149,-0.046673108,0.889188964,-0.061140069,0.677650365,0.470567532,0.50706286,0.749417525,0.926379933,0.852628045,0.772795272,0.28801686,0.90483977,0.888793501,-0.042658302,0.860747596,0.672437964,0.815363748,0.699100727,-0.323335282,0.748461105,0.446941843,0.860560703,0.429604973,0.475333572,0.510934201,0.737285202,0.683345722,0.912708793,0.726420082,0.94965941,-0.617827904,0.719794541,0.843913642,0.865107251,0.66696069,0.690077908,0.990479382,0.955641927,0.758975561,0.222766854,-0.031403374,-0.02479785,0.107228771,0.407322751,0.509300857,0.426343182,0.606281633,0.539057674,0.466632335,0.495283777,0.898989175,0.328025464,0.857849567,0.788464778,0.843413754,-0.255872216,0.300177824,0.359916534,0.985488882,0.845220744,0.288921378,0.116932979,0.717763367,-0.774886372,-0.222775845,0.335257999,0.359604836,-0.482397623,0.910167124,0.881320417,-0.238154624,0.747419075,0.692444204,0.273652968,0.744354916,0.807603166,0.07283018,0.720482557,0.926675439,0.763821987,0.964854096,-0.181445215,0.765958144,0.945836416,0.589385836,0.664181104,0.720418611,0.820858072,0.952991584,0.340686121,0.14091213,0.925863828,-1,0.925914941,0.949179287,0.894513317,0.86127941,0.740128028,0.300317906,0.347593217,0.498264072,0.533415684,0.982676667,0.051726231,0.321170135,0.921180675,0.666065686,0.805379683,0.010867106,0.806266905,0.792788404,0.896452993,0.773114087,0.797256434,-0.014057468,0.326850523,-1.003038646,0.749649218,0.908915245,0.754080924,0.797428882,0.832675441,-0.157332139,0.983431883,-0.044982636,0.652507021,0.343213443,0.773405033,-0.093381335,0.850255631,0.173471593,0.838116715,0.927827676,0.459309674,0.029809959,0.675904538,0.96875338,0.634623534,-0.042885302,0.302664089,-0.217806867,-0.182315717,0.195341303,-0.83442782,-0.569034154,0.913105724,-0.611919363,0.301934359,0.34027074,0.995156573,0.801088463,0.84491563,-0.001634352,-0.941453962,-0.697490543,0.88962266,0.530307327,0.537519725,0.600287516,0.740010347,-1.128590068,0.095471643,0.044899087,-0.916589449,0.65357241,-0.171731137,-0.244355423
Rek'Sai,0.854195066,0.948784679,0.093383052,0.681664117,0.669795413,0.95885741,0.927895392,0.520651422,-0.180664404,-0.095022641,0.101338203,-0.018814067,0.37760344,-0.006645809,0.789628762,0.607450593,-0.101307049,0.659200656,-0.043886471,0.561345415,0.564405681,0.581519154,0.720047413,0.841441444,0.753755234,0.80681796,0.267902368,0.978145649,0.836710869,-0.082221321,0.970048454,0.69739235,0.853305428,0.767696541,-0.317795774,0.941647915,0.408458321,0.850878126,0.374960381,0.337651597,0.529248147,0.571295275,0.550155568,0.987720937,0.779304129,0.992681409,-0.581639378,0.733068875,0.803900552,0.819377545,0.81538168,0.859115675,0.954800687,0.959735097,0.670813246,0.175634757,0.008779273,-0.039966191,0.076908928,0.386077411,0.477086522,0.538426944,0.635467423,0.567054316,0.451801888,0.605230084,0.992074968,0.303602425,0.975201513,0.930083293,0.654533251,-0.233782493,0.295472201,0.301006452,0.92481159,0.6020065,0.227944616,0.089961082,0.569648236,-0.764779317,-0.26375998,0.210421088,0.262278928,-0.509278822,0.949610133,0.949561649,-0.252075539,0.748048949,0.632677863,0.646701495,0.495485796,0.586716944,0.017520916,0.924572417,0.981794046,0.866500577,0.972689864,-0.197611986,0.600631192,0.912599293,0.532827827,0.588233645,0.589216957,0.753915983,0.9520746,0.310830194,0.051496145,0.880180359,0.925914941,-1,0.876521786,0.946446288,0.81125012,0.67524046,0.258420657,0.289713952,0.524776735,0.543785524,0.854066498,0.313027394,0.590614872,0.848341737,0.522816109,0.803742874,-0.047960519,0.585185077,0.624295358,0.929423618,0.670103292,0.58024969,-0.021790394,0.66595824,-0.36834733,0.749313157,0.980867899,0.75824394,0.770598399,0.841113907,-0.150045128,0.845612517,0.041454953,0.727249648,0.273510106,0.894441731,-0.085758129,0.637566576,0.137178878,0.946674497,0.902880206,0.425744562,0.010372797,0.693569056,0.977435607,0.542215364,-0.045963333,0.281789759,-0.234088641,-0.214111928,0.088828392,-0.814094436,-0.587286084,0.880120954,-0.583176423,0.657201171,0.690708587,0.889744485,0.61005856,0.947479219,-0.024086219,-0.914578656,-0.702865687,0.993970717,0.493655892,0.487865181,0.523538534,0.714173836,-0.449888407,0.457405686,0.014533451,-0.894480606,0.75276694,-0.125693221,-0.284146332
Renekton,0.941357131,0.942952666,0.438133802,0.862241105,0.854616745,0.849109779,0.981559323,0.818230164,0.249245376,0.276750982,0.464347942,0.374883028,0.703082218,0.412074018,0.889629437,0.888129504,0.351018042,0.869589383,0.316940998,0.87356288,0.709041253,0.741926664,0.920389019,0.995904018,0.97054936,0.912805575,0.604046659,0.828855255,0.981819877,0.32970771,0.88074518,0.864870336,0.923534458,0.862257377,0.116627969,0.724714685,0.713064893,0.968371775,0.704333376,0.738367817,0.75741492,0.898847392,0.878232076,0.910099472,0.873283151,0.885996058,-0.127957859,0.894807481,0.962951997,0.970980024,0.664540882,0.737240078,0.948561065,0.966741163,0.919473837,0.553498125,0.336337457,0.345282098,0.443908208,0.676450428,0.747370695,0.677753975,0.822454925,0.777915779,0.701503483,0.713129817,0.857071568,0.633067604,0.867886083,0.842196852,0.941309159,0.173976788,0.610923992,0.626774656,0.980538815,0.845725128,0.604160249,0.460100154,0.768548936,-0.267151291,0.191146137,0.628222579,0.655202366,-0.023342726,0.936398083,0.93024423,0.176718237,0.914674421,0.868758779,0.223307293,0.865899464,0.882665305,0.436480975,0.729327691,0.931435076,0.5643532,0.964279973,0.22806598,0.91744589,0.990383279,0.818236539,0.86935137,0.900272723,0.869905909,0.978663653,0.642586132,0.48895346,0.907694883,0.949179287,0.876521786,-1,0.946593221,0.976701113,0.905520491,0.618975286,0.654290829,0.748439665,0.77561604,0.897340817,0.323966732,0.489862008,0.995664275,0.867328003,0.931625757,0.394355885,0.872352543,0.924752084,0.961074682,0.934476317,0.907443205,0.353489671,0.399856678,-1.221545306,0.913714096,0.90490971,0.916485546,0.936045408,0.950523395,0.249396912,0.916989543,0.330216403,0.833555822,0.643774332,0.596365396,0.310840679,0.876404651,0.499479362,0.697720266,0.989941334,0.717655642,0.399523728,0.861804824,0.895352292,0.847343481,0.327938053,0.604206312,0.193090487,0.226233988,0.510730846,-0.309535898,-0.08158418,0.971718511,-0.124017312,0.360753072,0.371766533,0.960968203,0.923685023,0.703242173,0.364009578,-0.403616136,-0.192657663,0.832495987,0.76511321,0.775774497,0.81792069,0.913212077,-1.16349586,-0.142306192,0.415948736,-0.380562493,0.801714488,0.23821661,0.187896447
Rengar,0.971494185,0.988034807,0.470563293,0.888093846,0.881157376,0.854395287,0.938866455,0.776148672,0.255964461,0.319447643,0.470052624,0.3614504,0.683382075,0.392512627,0.943929709,0.709565942,0.320631902,0.692421714,0.357893429,0.790576085,0.804451334,0.81978688,0.905689864,0.930080169,0.899228046,0.955285609,0.605161419,0.890008905,0.940748977,0.325344746,0.978540293,0.897203671,0.971434474,0.93337899,0.144160053,0.891223947,0.701481693,0.970905235,0.678370384,0.637961507,0.789917205,0.77240437,0.777506614,0.979904361,0.935938344,0.926857951,-0.075376981,0.911591386,0.943268037,0.946573777,0.820054253,0.902492648,0.930071918,0.982335753,0.861543928,0.533914766,0.396842575,0.360356749,0.447335113,0.682497234,0.743911623,0.783202168,0.860022769,0.815995128,0.717400578,0.824803644,0.938507338,0.630982666,0.973722835,0.972048797,0.789944529,0.212679639,0.625067908,0.607015556,0.940845112,0.660435171,0.572210745,0.463233506,0.678428048,-0.231100481,0.18459611,0.545900236,0.592313645,-0.016966481,0.969854008,0.998590935,0.192842069,0.923781374,0.839887903,0.555629658,0.664876514,0.716319667,0.411713568,0.909407593,0.988506721,0.650059883,0.978051749,0.239766313,0.787803943,0.974136456,0.787447125,0.819656413,0.801261491,0.842694312,0.98676948,0.636001688,0.43516096,0.892153191,0.894513317,0.946446288,0.946593221,-1,0.944408201,0.868838769,0.598322184,0.620005348,0.786779868,0.800030784,0.794408092,0.563860014,0.7359746,0.940103406,0.755128009,0.947500613,0.363141337,0.707488471,0.796774779,0.996294751,0.856030393,0.730190919,0.374617338,0.699700156,-0.678711069,0.92058843,0.967986208,0.926651324,0.929528227,0.962039317,0.278736618,0.810761425,0.422719365,0.909560133,0.60475067,0.712650739,0.332897262,0.718426444,0.496080142,0.791230839,0.979226933,0.711742602,0.406172434,0.893013095,0.914523482,0.78570921,0.353911856,0.60979372,0.207228418,0.225660945,0.449478861,-0.270114656,-0.076146617,0.960902915,-0.076758532,0.661686167,0.668066522,0.879360392,0.7730031,0.791893599,0.372847726,-0.357077773,-0.1744811,0.925181148,0.756747838,0.754621502,0.773381329,0.903606954,-0.571915425,0.155219438,0.411512217,-0.338976544,0.906310201,0.296809768,0.174097716
Rengar,0.973785895,0.928534256,0.639649279,0.950095033,0.945739201,0.73296293,0.924103808,0.918204237,0.482197836,0.50629014,0.6533033,0.567110532,0.842081856,0.612717657,0.952901135,0.850462913,0.562408197,0.788592435,0.537901491,0.944253539,0.839767161,0.866080983,0.982437183,0.980524052,0.990586394,0.968371525,0.769655956,0.738306857,0.983166368,0.541335382,0.862714298,0.950072714,0.961789982,0.937303588,0.372457389,0.689969443,0.846797365,0.993606565,0.840293361,0.849906579,0.882601975,0.938739778,0.942097562,0.873612295,0.940675915,0.804128493,0.164377936,0.961110569,0.994449648,0.99342116,0.66535183,0.763979717,0.875911822,0.934055528,0.972937407,0.727115922,0.554174994,0.557754729,0.633627703,0.818047515,0.867012668,0.813721557,0.925360951,0.896879783,0.826764101,0.835781868,0.794782489,0.791383842,0.846199897,0.855599808,0.931342178,0.422546843,0.775578542,0.767893003,0.927408525,0.779079858,0.764901456,0.651055096,0.763942477,0.039337453,0.428509296,0.768879379,0.797586595,0.246966944,0.906153138,0.929782294,0.418720399,0.977262468,0.942235589,0.215677392,0.863449054,0.866363222,0.632221503,0.721481746,0.900745938,0.40084908,0.919510962,0.463393453,0.946961203,0.972993841,0.920804162,0.951088937,0.954817332,0.86942039,0.951017842,0.798145941,0.669229923,0.860995018,0.86127941,0.81125012,0.976701113,0.944408201,-1,0.967318811,0.779448555,0.804483407,0.876236064,0.895514849,0.777418858,0.506150418,0.605979872,0.985263567,0.930718408,0.97677597,0.59858604,0.852097671,0.945893254,0.961685785,0.977846965,0.898981763,0.56516796,0.460570444,-1.300657,0.972722918,0.862671413,0.974442065,0.984251206,0.978264513,0.48401914,0.812380512,0.552182376,0.920835283,0.793853592,0.465535516,0.535624779,0.831983916,0.67936678,0.574880255,0.983428462,0.848749894,0.605776295,0.947199441,0.809755746,0.93368261,0.543501928,0.766042907,0.432126107,0.459621227,0.675042483,0.00402403,0.199843627,0.968851059,0.167086393,0.401776092,0.394089925,0.878438284,0.931709157,0.578870223,0.572403992,-0.078691126,0.10427522,0.76406138,0.880600538,0.889581783,0.913884581,0.979473221,-1.107664948,-0.295559128,0.619263689,-0.058590086,0.880346107,0.477022502,0.428587927
