Champion,Rune1,Rune2,Rune3,Rune4,Rune5,Rune6,Rune7,Rune8,Rune9,Rune10,Pick Rate,Win Rate
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Magical Footwear,,Approach Velocity,Attack Speed,Adaptive Force,Magic Resist,5.26%,0.5196
Olaf,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Magical Footwear,,Approach Velocity,Attack Speed,Adaptive Force,Armor,3.44%,0.4966
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Magical Footwear,,Approach Velocity,Adaptive Force,Adaptive Force,Magic Resist,3.08%,0.5351
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,6.96%,0.4805
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Waterwalking,Adaptive Force,Adaptive Force,Armor,2.41%,0.4951
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,1.34%,0.5649
Olaf,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,1.25%,0.4925
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Waterwalking,Adaptive Force,Adaptive Force,Magic Resist,0.81%,0.5930
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.21%,0.4222
Olaf,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.07%,0.3333
Olaf,Conqueror,Triumph,Legend: Bloodline,Last Stand,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.07%,0.5714
Olaf,Conqueror,Triumph,Legend: Tenacity,Last Stand,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.06%,0.3846
Olaf,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.06%,0.5000
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor,0.30%,0.4762
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.22%,0.5435
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Magic Resist,0.08%,0.4444
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Armor,0.07%,0.4000
Olaf,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Conditioning,Revitalize,Attack Speed,Adaptive Force,Armor,0.06%,0.4615
Orianna,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Time Warp Tonic,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Magic Resist,8.29%,0.4567
Orianna,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Time Warp Tonic,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Armor,3.39%,0.4588
Orianna,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Time Warp Tonic,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Magic Resist,2.76%,0.5290
Orianna,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Time Warp Tonic,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Armor,1.24%,0.5072
Orianna,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Time Warp Tonic,Manaflow Band,,Scorch,Attack Speed,Adaptive Force,Magic Resist,0.82%,0.5252
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,8.84%,0.4899
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,4.28%,0.4571
Orianna,Summon Aery,Manaflow Band,Absolute Focus,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,1.49%,0.5020
Orianna,Summon Aery,Manaflow Band,Absolute Focus,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.75%,0.5159
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,0.37%,0.5397
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,1.17%,0.4416
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,1.06%,0.4916
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Magic Resist,0.79%,0.5338
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.60%,0.4510
Orianna,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,0.53%,0.5556
Orianna,Phase Rush,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,1.84%,0.4984
Orianna,Phase Rush,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.72%,0.4463
Orianna,Phase Rush,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Magic Resist,0.53%,0.4444
Orianna,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.37%,0.4839
Orianna,Phase Rush,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,0.27%,0.5217
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Health,12.07%,0.4877
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Armor,9.90%,0.4874
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Magic Resist,Health,2.04%,0.4548
Ornn,Grasp of the Undying,Demolish,Conditioning,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Armor,1.56%,0.5499
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Magic Resist,Magic Resist,1.53%,0.4981
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Manaflow Band,Transcendence,,CDR,Armor,Armor,1.47%,0.4820
Ornn,Grasp of the Undying,Demolish,Conditioning,Overgrowth,Manaflow Band,Transcendence,,CDR,Armor,Armor,1.08%,0.5095
Ornn,Grasp of the Undying,Demolish,Conditioning,Overgrowth,Manaflow Band,Transcendence,,CDR,Armor,Health,0.52%,0.5198
Ornn,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Manaflow Band,Transcendence,,CDR,Armor,Health,0.49%,0.5060
Ornn,Grasp of the Undying,Demolish,Conditioning,Overgrowth,Manaflow Band,Transcendence,,Attack Speed,Armor,Armor,0.41%,0.5180
Ornn,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,,Second Wind,Overgrowth,CDR,Armor,Armor,0.74%,0.5159
Ornn,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,,Second Wind,Overgrowth,CDR,Magic Resist,Magic Resist,0.41%,0.5035
Ornn,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,Demolish,Bone Plating,,CDR,Armor,Armor,0.32%,0.4630
Ornn,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,,Bone Plating,Overgrowth,CDR,Armor,Armor,0.28%,0.5567
Ornn,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,Demolish,Second Wind,,CDR,Armor,Armor,0.21%,0.4507
Ornn,Aftershock,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Armor,0.54%,0.4973
Ornn,Aftershock,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Health,0.47%,0.5563
Ornn,Aftershock,Demolish,Conditioning,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Armor,0.17%,0.5690
Ornn,Aftershock,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Magic Resist,Magic Resist,0.10%,0.4848
Ornn,Aftershock,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Magic Resist,0.08%,0.4444
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,36.86%,0.4838
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,19.49%,0.4986
Pantheon,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,5.60%,0.4869
Pantheon,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,4.62%,0.5284
Pantheon,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,4.07%,0.5222
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,1.27%,0.4668
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.82%,0.4905
Pantheon,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,0.62%,0.5178
Pantheon,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.49%,0.4331
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,0.24%,0.5513
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Demolish,Bone Plating,,Adaptive Force,Adaptive Force,Armor,0.15%,0.4375
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Armor,0.12%,0.6667
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,0.09%,0.4667
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Demolish,Bone Plating,,Adaptive Force,Adaptive Force,Magic Resist,0.08%,0.4231
Pantheon,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Bone Plating,Unflinching,Adaptive Force,Adaptive Force,Magic Resist,0.06%,0.5000
Pantheon,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.49%,0.5190
Pantheon,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.18%,0.4483
Pantheon,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.17%,0.4364
Pantheon,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.15%,0.5208
Pantheon,Press the Attack,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.03%,0.5000
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Revitalize,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,29.80%,0.5160
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Revitalize,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Armor,Armor,8.43%,0.4942
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Revitalize,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,7.19%,0.4928
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Overgrowth,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,4.43%,0.5208
Poppy,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,1.83%,0.5686
Poppy,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,1.82%,0.5017
Poppy,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.91%,0.5405
Poppy,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.70%,0.6053
Poppy,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.59%,0.5833
Poppy,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.58%,0.5579
Poppy,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.29%,0.6042
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Revitalize,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.21%,0.6000
Poppy,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.21%,0.6176
Poppy,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Triumph,Legend: Alacrity,,Adaptive Force,Armor,Health,0.13%,0.4762
Poppy,Grasp of the Undying,Shield Bash,Bone Plating,Overgrowth,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.10%,0.6471
Poppy,Summon Aery,Nullifying Orb,Absolute Focus,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.36%,0.5862
Poppy,Summon Aery,Nullifying Orb,Absolute Focus,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Armor,Armor,0.29%,0.5532
Poppy,Summon Aery,Nimbus Cloak,Absolute Focus,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.23%,0.5000
Poppy,Summon Aery,Nullifying Orb,Absolute Focus,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.18%,0.5517
Poppy,Summon Aery,Nimbus Cloak,Absolute Focus,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Armor,Armor,0.14%,0.4348
Pyke,Aftershock,Font of Life,Bone Plating,Revitalize,Sudden Impact,,Ultimate Hunter,Adaptive Force,Adaptive Force,Health,10.57%,0.4458
Pyke,Aftershock,Font of Life,Bone Plating,Revitalize,Sudden Impact,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,9.11%,0.4574
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,,Zombie Ward,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,6.56%,0.5059
Pyke,Aftershock,Demolish,Bone Plating,Revitalize,Sudden Impact,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,2.88%,0.4482
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,Sudden Impact,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,1.30%,0.4656
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,3.55%,0.4695
Pyke,Aftershock,Demolish,Bone Plating,Overgrowth,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.87%,0.4553
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.54%,0.4957
Pyke,Aftershock,Demolish,Bone Plating,Revitalize,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.43%,0.4837
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,Presence of Mind,Legend: Tenacity,,Adaptive Force,Armor,Armor,0.40%,0.4795
Pyke,Aftershock,Demolish,Second Wind,Revitalize,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Health,0.11%,0.5778
Pyke,Aftershock,Demolish,Bone Plating,Revitalize,Perfect Timing,,Cosmic Insight,Attack Speed,Adaptive Force,Health,0.08%,0.5625
Pyke,Aftershock,Demolish,Bone Plating,Revitalize,Perfect Timing,Minion Dematerializer,,CDR,Armor,Health,0.08%,0.5625
Pyke,Aftershock,Demolish,Bone Plating,Unflinching,Perfect Timing,Futures Market,,Adaptive Force,Adaptive Force,Armor,0.07%,0.5000
Pyke,Aftershock,Demolish,Bone Plating,Overgrowth,Perfect Timing,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,0.06%,0.3846
Pyke,Hail of Blades,Sudden Impact,Eyeball Collection,Ultimate Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.16%,0.4571
Pyke,Hail of Blades,Cheap Shot,Zombie Ward,Relentless Hunter,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.14%,0.5085
Pyke,Hail of Blades,Sudden Impact,Zombie Ward,Ultimate Hunter,Triumph,,Coup de Grace,CDR,Adaptive Force,Magic Resist,0.11%,0.4444
Pyke,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.11%,0.5778
Pyke,Hail of Blades,Cheap Shot,Zombie Ward,Ultimate Hunter,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.10%,0.5000
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,27.29%,0.4986
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,14.55%,0.5094
Qiyana,Electrocute,Sudden Impact,Zombie Ward,Ravenous Hunter,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,5.80%,0.5303
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,5.05%,0.5300
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,2.89%,0.4829
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,3.66%,0.5202
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,2.08%,0.5119
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ultimate Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,1.08%,0.4416
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,0.88%,0.4880
Qiyana,Electrocute,Sudden Impact,Eyeball Collection,Ultimate Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.68%,0.4792
Quinn,Press the Attack,Overheal,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,14.88%,0.5000
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,4.56%,0.4537
Quinn,Press the Attack,Overheal,Legend: Alacrity,Cut Down,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,2.85%,0.6127
Quinn,Press the Attack,Overheal,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Magic Resist,2.11%,0.6000
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Celerity,,Attack Speed,Adaptive Force,Armor,1.77%,0.4886
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Armor,5.11%,0.4685
Quinn,Press the Attack,Overheal,Legend: Alacrity,Coup de Grace,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Armor,2.19%,0.4771
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Magic Resist,0.84%,0.5000
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Demolish,Bone Plating,,Attack Speed,Adaptive Force,Armor,0.80%,0.5000
Quinn,Press the Attack,Overheal,Legend: Alacrity,Cut Down,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Armor,0.58%,0.5172
Quinn,Phase Rush,Nimbus Cloak,Absolute Focus,Gathering Storm,,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Armor,1.01%,0.5000
Quinn,Phase Rush,Nimbus Cloak,Celerity,Gathering Storm,Overheal,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.68%,0.6176
Quinn,Phase Rush,Nimbus Cloak,Celerity,Gathering Storm,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.58%,0.4828
Quinn,Phase Rush,Nimbus Cloak,Absolute Focus,Gathering Storm,Overheal,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.48%,0.4167
Quinn,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Overheal,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.40%,0.7000
Quinn,Press the Attack,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.58%,0.5172
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.38%,0.4737
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.30%,0.2667
Quinn,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.28%,0.5714
Quinn,Press the Attack,Overheal,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.18%,0.6667
Rakan,Guardian,Demolish,Bone Plating,Unflinching,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,14.00%,0.4780
Rakan,Guardian,Demolish,Bone Plating,Revitalize,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,7.61%,0.4985
Rakan,Guardian,Font of Life,Bone Plating,Revitalize,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,1.91%,0.5339
Rakan,Guardian,Font of Life,Bone Plating,Unflinching,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,1.60%,0.5261
Rakan,Guardian,Demolish,Bone Plating,Unflinching,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Health,0.89%,0.4872
Rakan,Guardian,Demolish,Bone Plating,Revitalize,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,0.77%,0.4950
Rakan,Guardian,Demolish,Bone Plating,Unflinching,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,0.46%,0.4754
Rakan,Guardian,Font of Life,Bone Plating,Revitalize,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,0.34%,0.5333
Rakan,Guardian,Demolish,Bone Plating,Revitalize,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Health,0.22%,0.3448
Rakan,Guardian,Demolish,Bone Plating,Revitalize,,Biscuit Delivery,Cosmic Insight,CDR,Armor,Armor,0.22%,0.5862
Rakan,Guardian,Demolish,Bone Plating,Unflinching,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.83%,0.4771
Rakan,Guardian,Demolish,Bone Plating,Revitalize,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.66%,0.5977
Rakan,Guardian,Shield Bash,Bone Plating,Revitalize,Presence of Mind,Legend: Tenacity,,CDR,Armor,Armor,0.48%,0.5714
Rakan,Guardian,Shield Bash,Bone Plating,Unflinching,Presence of Mind,Legend: Tenacity,,CDR,Adaptive Force,Armor,0.36%,0.4681
Rakan,Guardian,Demolish,Second Wind,Unflinching,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.31%,0.4146
Rakan,Guardian,Demolish,Second Wind,Unflinching,,Zombie Ward,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.33%,0.5000
Rakan,Guardian,Demolish,Bone Plating,Unflinching,,Zombie Ward,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.33%,0.6136
Rakan,Guardian,Font of Life,Bone Plating,Revitalize,,Zombie Ward,Ultimate Hunter,CDR,Magic Resist,Armor,0.30%,0.5000
Rakan,Guardian,Font of Life,Bone Plating,Revitalize,,Zombie Ward,Ultimate Hunter,Adaptive Force,Armor,Armor,0.25%,0.5152
Rakan,Guardian,Demolish,Bone Plating,Revitalize,,Zombie Ward,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.24%,0.4375
Rammus,Aftershock,Font of Life,Conditioning,Unflinching,Triumph,Legend: Alacrity,,Attack Speed,Armor,Armor,42.72%,0.5208
Rammus,Aftershock,Font of Life,Conditioning,Overgrowth,Triumph,Legend: Alacrity,,Attack Speed,Armor,Armor,7.49%,0.5359
Rammus,Aftershock,Demolish,Conditioning,Unflinching,Triumph,Legend: Alacrity,,Attack Speed,Armor,Armor,4.35%,0.5392
Rammus,Aftershock,Font of Life,Conditioning,Unflinching,Triumph,Legend: Tenacity,,Attack Speed,Armor,Armor,2.48%,0.5205
